ID,latitude,longitude,DOY,maximum_temperature,minimum_temperature,wind_speed,precipitation,precipitation_severity,Area,Field,Crop
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,16,-7.20090332,-19.87723389,9.268641353,0.05755946,3,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,17,-20.25299683,-26.69107666,8.09722213,0.016606413,3,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,18,-19.4562439,-25.64801636,5.752926906,0,3,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,19,-14.72852173,-25.48966064,3.455568155,0.042058527,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,20,-8.119543457,-15.04898682,6.174870888,0.330559909,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,21,-5.455328369,-8.001409912,4.19163688,0.199963339,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,22,-5.680273437,-8.171057129,4.133424799,1.356532797,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,23,-6.625311279,-8.680029297,6.587481538,0.042436644,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,24,-2.358831787,-6.40289917,6.595358332,0.041693449,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,25,-2.293463135,-3.381781006,4.499503533,0.609097071,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,26,-2.267095947,-5.55713501,9.774963339,2.195095681,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,27,1.770684814,-10.39920654,8.652368903,0.07305108,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,28,2.693109131,-2.380194092,11.60454734,0.229845755,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,29,-1.157415771,-9.91663208,7.405878146,0.077845529,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,30,2.979638672,-1.629949951,7.727501909,0.026563182,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,31,3.379266357,0.184747314,5.142346183,1.948281176,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,32,0.825036621,-8.599188232,4.218977769,0.007188879,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,33,-0.024206543,-4.510443115,8.150801738,8.778497577,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,34,-1.238684082,-8.084234619,12.7419554,6.100328662,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,35,-4.577581787,-14.06116333,5.736384948,0.38259384,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,36,-4.393011475,-15.85904541,5.546981414,0.120338984,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,37,-0.666937256,-5.257727051,8.151129961,0.063949265,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,38,2.418969727,-0.630804443,11.82342021,0.063574873,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,39,1.346459961,-11.79611816,13.59662986,1.563298516,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,40,-9.95178833,-15.7815918,11.57424597,0.500661321,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,41,-11.54572144,-18.2480072,5.396718621,0.00832323,3,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,42,-11.4256958,-21.80371704,3.857427041,0.004162081,3,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,43,-10.55579224,-13.91275635,8.479749918,0.118446536,3,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,44,-14.8239502,-24.86124268,4.682932576,0,3,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,45,-8.019689941,-15.90421143,9.070053458,1.780898325,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,46,-2.009191895,-8.66373291,5.987947583,0.422705896,3,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,47,0.16036377,-2.614508057,6.442617456,0.144934282,3,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,48,-1.490362549,-14.44321289,4.38025705,0.00983756,3,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,49,2.372521973,-4.274267578,11.48447045,0,3,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,50,5.707513428,2.371240234,14.86746045,0.614573248,3,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,51,5.824975586,1.032830811,10.68461088,0,3,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,52,3.028161621,-2.602880859,4.488364021,0.00567548,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,53,0.956689453,-2.165350342,3.852530797,0.082491897,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,54,3.759942627,0.419793701,5.527485967,1.586005099,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,55,2.492547607,-0.539160156,7.993134816,0.563855283,3,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,56,1.013482666,-3.120428467,10.30105694,0.377291813,3,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,57,4.224572754,-4.251043701,6.920037349,0.015513971,3,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,58,15.14467773,0.499810791,9.385357896,0,3,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,59,11.76964722,1.19286499,9.612110694,0.988463886,3,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,60,4.163934326,-4.020025635,10.96543201,0.021192245,3,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,61,-4.417913818,-8.597357178,8.954076966,3.072147317,3,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,62,-1.15592041,-12.63309326,5.257816553,0,3,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,63,-0.03583374,-3.494329834,4.32099088,0.306750648,3,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,64,0.853356934,-3.117285156,6.047885497,1.177265309,3,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,65,2.616998291,-0.357611084,8.303387364,0.128516927,3,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,66,12.81563721,-0.895544434,11.80800052,0,3,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,67,17.80565796,6.791497803,10.35007071,0.073638745,3,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,68,20.58742676,12.61174927,12.15224306,0.318942584,3,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,69,12.33052979,2.749627686,8.511671742,0.003752299,2,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,70,7.410516357,-0.938543701,4.381702503,0,2,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,71,18.20357666,-1.72333374,6.670510968,0,3,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,72,19.57790527,6.822198486,9.729297519,0,3,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,73,15.56179199,7.94967041,7.233334462,2.903765082,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,74,15.38372192,8.679193115,5.026615858,0.753266744,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,75,14.73769531,10.28685913,7.221437136,17.36864074,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,76,9.96630249,4.763818359,15.91772223,13.27401024,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,77,6.552026367,1.339715576,12.15233739,0.875679776,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,78,2.580133057,-1.305761719,5.622212728,2.496648617,3,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,79,4.0269104,-1.567358398,7.45069174,4.024749652,3,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,80,5.135949707,-2.688665771,6.978684227,0.000937842,3,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,81,11.81469116,-5.238317871,6.368427396,0,3,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,82,13.38182983,3.341607666,7.073330561,0.157126226,3,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,83,11.01882324,-1.333990479,11.63010307,6.603941269,3,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,84,3.729699707,-2.974829102,10.82634711,12.96726703,3,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,85,7.981591797,-9.003881836,7.206212004,0,3,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,86,8.762719727,4.060083008,7.809248845,1.843290403,3,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,87,7.616845703,3.374749756,6.679551681,4.630736016,3,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,88,14.15187988,-2.82868042,4.529275497,0,3,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,89,17.00734863,4.249200439,8.807822386,0,3,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,90,13.51937256,6.144281006,10.16602039,18.28137501,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,91,8.362329102,3.010003662,8.745949109,8.639529303,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,92,7.552331543,1.59432373,9.035320759,1.395879298,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,93,2.002770996,-2.034155273,14.3852249,1.355595857,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,94,20.62481079,-2.449713135,10.09834611,0.085234642,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,95,12.27434692,-3.270147705,8.801061312,0.001167879,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,96,3.756433105,-2.491278076,9.03515776,2.045072615,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,97,7.356439209,2.255670166,10.23408723,2.399437085,3,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,98,5.107629395,-1.698126221,6.948204835,0.519583002,3,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,99,3.708947754,-1.858435059,13.31290742,2.440305457,3,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,100,5.573052979,-7.924475098,8.459072709,0,3,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,101,13.5447937,1.76885376,11.65738654,0.00583753,3,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,102,11.7305542,-1.9,11.77329357,0.010509044,3,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,103,10.75576172,-5.857336426,6.301831126,0,2,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,104,20.91689453,6.720025635,10.58813938,0.913653523,2,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,105,23.0956665,9.321466064,12.27985076,0,2,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,106,24.13338623,8.99730835,11.79413303,0,3,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,107,26.0307251,13.2859436,10.81438371,0,3,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,108,25.3741394,13.01168213,9.363697211,0.336270779,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,109,24.40053711,13.96984253,6.276590308,0.019265339,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,110,21.18050537,9.878320313,7.261012753,3.598574564,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,111,16.96071777,10.02196655,7.326981505,3.419345275,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,112,16.62590942,9.114862061,4.901436289,6.30393441,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,113,16.50716553,5.827142334,8.011175752,1.812716916,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,114,19.99910889,4.656427002,7.269978841,0.030940399,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,115,19.3484436,12.36812744,11.19595885,5.437567845,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,116,18.47219238,12.96181641,9.814284086,4.379123464,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,117,15.2557312,7.159326172,7.580857714,0.460622832,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,118,9.945977783,4.582818604,13.06856787,3.640023947,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,119,6.379266357,2.886132813,11.40204302,12.7257928,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,120,11.56313477,1.977838135,6.326012452,0.467041507,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,121,11.33989868,5.241784668,9.09126389,2.614863262,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,122,15.65987549,5.820550537,9.072426081,8.690703556,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,123,17.58162842,4.616235352,4.648407459,0.12675114,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,124,20.60390625,7.505303955,8.133517067,0.360125661,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,125,18.85302124,7.137841797,10.62200495,0.029394403,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,126,23.75661621,3.645257568,6.130438844,1.569943547,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,127,31.6255127,14.75228271,9.570128838,4.47E-05,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,128,30.22643433,12.34917603,10.5642403,0.572739184,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,129,22.24364624,6.142053223,4.541703304,4.47E-05,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,130,20.71047363,11.63448486,9.305037578,4.263764188,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,131,15.22905884,9.106439209,10.34252441,10.18185738,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,132,15.07747803,9.589654541,6.282252431,3.041770279,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,133,14.14690552,8.832696533,8.12614123,0.197621062,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,134,11.97252808,5.08840332,9.113472144,4.981780335,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,135,10.09304199,0.93807373,12.67712812,4.47E-05,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,136,16.99004517,0.035058594,7.994721492,4.47E-05,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,137,19.06429443,9.616296387,6.694498579,1.516254634,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,138,16.99648438,7.319726563,7.272921721,0.007200986,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,139,19.3472229,5.46505127,3.075173855,4.47E-05,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,140,22.31713257,7.452935791,6.86882774,0.103127211,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,141,22.39888916,11.34328613,7.182470322,0.025812536,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,142,25.57454834,8.842797852,4.227232615,4.47E-05,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,143,28.00982056,11.63173828,6.432047168,4.47E-05,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,144,28.23305664,17.43282471,13.25353285,4.563001856,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,145,28.15770874,17.27480469,6.821389278,24.24084415,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,146,27.90969238,17.66616211,6.917870879,8.904755354,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,147,26.08989868,15.3824707,7.184592525,0.481821597,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,148,24.15160522,16.4012085,5.055736303,6.106413886,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,149,21.26348267,15.58455811,4.846287688,5.644677237,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,150,24.59346924,15.6378418,8.420425296,1.413878039,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,151,27.62584839,12.5788208,5.403722048,0.320037812,3,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,152,26.01824341,17.49068604,9.269348741,31.70236336,3,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,153,19.56472168,13.81447754,8.907900731,0.107673928,3,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,154,22.29781494,11.34316406,6.531064272,-4.47E-05,3,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,155,24.75332031,15.3555542,7.09584566,5.513366282,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,156,21.27660522,14.29256592,7.878328045,11.79209994,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,157,27.02501831,12.37923584,10.98789549,0.918233752,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,158,25.1914917,14.48287354,9.724850019,0.956477612,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,159,20.68895874,10.14281616,8.57597657,0.006418675,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,160,25.86364136,10.21151123,4.518669923,0.011265278,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,161,28.6524292,17.19741211,7.623800834,12.72491732,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,162,31.91097412,19.840448,10.04805481,10.90397777,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,163,31.85524902,20.48937378,5.443405549,0.030115247,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,164,31.4588562,18.918573,9.059488694,0.031193718,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,165,25.50249634,18.75704346,8.435056885,7.770540342,4,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,166,25.21657715,19.00957642,8.003270864,11.77325313,3,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,167,25.37069092,17.91967163,9.375923236,13.88661814,3,Breeding,Field_44.26405373_-92.9375238,Soy
ID_44.26405373_-92.9375238,44.26405373,-92.9375238,168,25.16271362,16.46956787,7.914846698,0.001033768,2,Breeding,Field_44.26405373_-92.9375238,Soy
